company_name,event_type,Title,Link,Published,Summary,Date_Appended
Kawartha Dairy,Closing,From Zero To Blockchain Developer In 10 Months: Complete Roadmap Big Brother (azUke78G0Y) - Mshale,https://mshale.com/a8dc8bd1/955babc8ChcBAANSYlooByg,2026-07-03 14:06:14+00:00,From Zero To Blockchain Developer In 10 Months: Complete Roadmap Big Brother (azUke78G0Y) Mshale,2026-07-05
Gap,Closing,How Close Is Houston Football to Closing the Gap on Texas Tech and BYU? - Sports Illustrated,https://www.si.com/college/houston/football/how-close-is-houston-football-to-closing-the-gap-on-texas-tech-and-byu,2026-07-03 13:53:29+00:00,How Close Is Houston Football to Closing the Gap on Texas Tech and BYU? Sports Illustrated,2026-07-04
Gap,Closing,Map Shows Cities Where Closing Affordable Housing Gap Will Take Centuries - Newsweek,https://www.newsweek.com/map-cities-closing-affordable-housing-gap-take-centuries-12153917,2026-07-03 13:50:00+00:00,Map Shows Cities Where Closing Affordable Housing Gap Will Take Centuries Newsweek,2026-07-04
Schlotzsky's,Opening,New Wichita restaurant almost ready to open in former Schlotzsky’s building - Wichita Eagle,https://www.kansas.com/entertainment/restaurants/dining-with-denise-neil/article316359967.html,2026-07-03 12:51:00+00:00,New Wichita restaurant almost ready to open in former Schlotzsky’s building Wichita Eagle,2026-07-04
Shoe palace,Opening,"Music school, salads: Check out 5 business, restaurant updates in Allen - Community Impact",https://communityimpact.com/allen/business/music-school-salads-check-out-5-business-restaurant-updates-in-allen/,2026-07-03 12:40:16+00:00,"Music school, salads: Check out 5 business, restaurant updates in Allen Community Impact",2026-07-05
Hooters,Closing,Hooters Closing Every Location In New York State - New Jersey 101.5,https://nj1015.com/ixp/854/p/hooters-closes-final-restaurant-in-the-empire-state/,2026-07-03 12:00:46+00:00,Hooters Closing Every Location In New York State New Jersey 101.5,2026-07-05
Royal Farms,Opening,Royal Farms opens new store in Virginia - Mobility Plaza,https://www.mobilityplaza.org/news/45270,2026-07-03 11:48:02+00:00,Royal Farms opens new store in Virginia Mobility Plaza,2026-07-04
Exxon Mobil,Opening,"US oil companies see big profit jump, gird for clash over pump prices with Trump - KITCO",https://www.kitco.com/news/off-the-wire/2026-07-03/us-oil-companies-see-big-profit-jump-gird-clash-over-pump-prices-trump,2026-07-03 11:43:02+00:00,"US oil companies see big profit jump, gird for clash over pump prices with Trump KITCO",2026-07-04
Swig,Closing,Premier Bancorp sees Columbia deal closing as soon as Sept. 1 - MSN,http://www.msn.com/en-us/money/companies/premier-bancorp-sees-columbia-deal-closing-as-soon-as-sept-1/ar-AA1Jf5cM?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-03 11:33:38+00:00,Premier Bancorp sees Columbia deal closing as soon as Sept. 1 MSN,2026-07-05
Dutch Bros Coffee,Opening,Dutch Bros to open first Seattle store in former Starbucks location - KIRO 7 News Seattle,https://www.kiro7.com/news/local/dutch-bros-open-first-seattle-store-former-starbucks-location/MWAMMIDHIRGRLASUVCGVLN6ALM/?outputType=amp,2026-07-03 11:21:33+00:00,Dutch Bros to open first Seattle store in former Starbucks location KIRO 7 News Seattle,2026-07-04
Dutch Bros. Coffee,Opening,Dutch Bros to open first Seattle store in former Starbucks location - KIRO 7 News Seattle,https://www.kiro7.com/news/local/dutch-bros-open-first-seattle-store-former-starbucks-location/MWAMMIDHIRGRLASUVCGVLN6ALM/?outputType=amp,2026-07-03 11:21:33+00:00,Dutch Bros to open first Seattle store in former Starbucks location KIRO 7 News Seattle,2026-07-04
Dutch Bros,Opening,Dutch Bros to open first Seattle store in former Starbucks location - KIRO 7 News Seattle,https://www.kiro7.com/news/local/dutch-bros-open-first-seattle-store-former-starbucks-location/MWAMMIDHIRGRLASUVCGVLN6ALM/?outputType=amp,2026-07-03 11:21:33+00:00,Dutch Bros to open first Seattle store in former Starbucks location KIRO 7 News Seattle,2026-07-04
Consumer Cellular,Opening,What's that new store near Target on Center Street in Salem? - Statesman Journal,https://www.statesmanjournal.com/story/news/local/2026/07/03/consumer-cellular-store-salem/90754934007/,2026-07-03 11:00:00+00:00,What's that new store near Target on Center Street in Salem? Statesman Journal,2026-07-04
Calvin Klein,Opening,Now Open! Calvin Klein – A New Fashion Destination at MAYA Chiang Mai - Chiang Mai Citylife,https://www.chiangmaicitylife.com/citynews/general/now-open-calvin-klein-a-new-fashion-destination-at-maya-chiang-mai/,2026-07-03 10:52:18+00:00,Now Open! Calvin Klein – A New Fashion Destination at MAYA Chiang Mai Chiang Mai Citylife,2026-07-05
Santander Bank,Opening,6 Best Money Market Accounts: Up to 3.90% - NerdWallet,https://www.nerdwallet.com/banking/best/money-market-accounts,2026-07-03 10:07:32+00:00,6 Best Money Market Accounts: Up to 3.90% NerdWallet,2026-07-04
Gap,Closing,"DCD Talks: Closing the data center talent gap with Audrey Escalante, Digital Realty - Data Center Dynamics",https://www.datacenterdynamics.com/en/videos/dcd-talks-closing-the-data-center-talent-gap-with-audrey-escalante-digital-realty/,2026-07-03 09:48:10+00:00,"DCD Talks: Closing the data center talent gap with Audrey Escalante, Digital Realty Data Center Dynamics",2026-07-04
Shoe palace,Opening,Shoe Palace to open new location at Allen Premium Outlets - Community Impact,https://communityimpact.com/allen/business/shoe-palace-to-open-new-location-at-allen-premium-outlets/,2026-07-03 09:15:56+00:00,Shoe Palace to open new location at Allen Premium Outlets Community Impact,2026-07-04
Kwik Shop,Closing,"A Complete List of Grocery Stores Open on July 4th, Plus Holiday Hours for 2026 - TODAY.com",https://www.today.com/life/holidays/grocery-stores-open-july-4-hours-closed-2026-rcna350289,2026-07-03 09:01:03+00:00,"A Complete List of Grocery Stores Open on July 4th, Plus Holiday Hours for 2026 TODAY.com",2026-07-04
Dutch Bros. Coffee,Opening,Dutch Bros Coffee now open in Montgomery - Community Impact,https://communityimpact.com/conroe-montgomery/business/dutch-bros-coffee-now-open-in-montgomery/,2026-07-03 08:32:54+00:00,Dutch Bros Coffee now open in Montgomery Community Impact,2026-07-04
Winners,Opening,New location for Ekka Prime Cattle comp flushes out first time winners - Queensland Country Life,https://www.queenslandcountrylife.com.au/story/9304351/royal-queensland-show-cattle-competition-breaks-entry-records/,2026-07-03 07:32:22+00:00,New location for Ekka Prime Cattle comp flushes out first time winners Queensland Country Life,2026-07-04
First Bank,Closing,"Nifty Bank Index Price Today, Nifty Bank share price, Nifty Bank Live Charts - Business Today",https://www.businesstoday.in/indices/nifty-bank,2026-07-03 07:00:00+00:00,"Nifty Bank Index Price Today, Nifty Bank share price, Nifty Bank Live Charts Business Today",2026-07-05
Quest Diagnostics,Opening,"The Giants Foundation to host annual 5K Race and Kids Run, presented by Quest - Giants.com",https://www.giants.com/news/the-giants-foundation-to-host-annual-5k-race-and-kids-run-presented-by-quest,2026-07-03 07:00:00+00:00,"The Giants Foundation to host annual 5K Race and Kids Run, presented by Quest Giants.com",2026-07-05
Speedway,Opening,West University Buffalo Speedway project breaks ground - Community Impact,https://communityimpact.com/bellaire-meyerland-west-university/transportation/west-university-buffalo-speedway-project-breaks-ground/,2026-07-03 05:22:24+00:00,West University Buffalo Speedway project breaks ground Community Impact,2026-07-04
Dutch Bros,Opening,Dutch Bros files permits to open first location in Seattle - Yahoo,https://www.yahoo.com/news/videos/dutch-bros-files-permits-open-004623840.html,2026-07-03 05:16:00+00:00,Dutch Bros files permits to open first location in Seattle Yahoo,2026-07-05
One Medical,Opening,One Medical extends primary care practice to Katy's LaCenterra | Katy - Fulshear - Community Impact,https://communityimpact.com/katy/healthcare/one-medical-extends-primary-care-practice-to-katys-lacenterra/,2026-07-03 04:20:59+00:00,One Medical extends primary care practice to Katy's LaCenterra | Katy - Fulshear Community Impact,2026-07-04
Verde,Opening,Argentina vs Cabo Verde Prediction: World Cup Round of 32 Preview & Parlay Picks - 7/3/2026 - ATS.io,https://ats.io/soccer/world-cup/argentina-vs-cabo-verde-prediction-world-cup-round-of-32-preview-parlay-picks-7-3-2026/521785/,2026-07-03 04:12:53+00:00,Argentina vs Cabo Verde Prediction: World Cup Round of 32 Preview & Parlay Picks - 7/3/2026 ATS.io,2026-07-04
Jersey Mike's,Opening,Jersey Mike's Subs coming soon to Tomball - Community Impact,https://communityimpact.com/tomball-magnolia/dining/jersey-mikes-subs-coming-soon-to-tomball/,2026-07-03 03:49:51+00:00,Jersey Mike's Subs coming soon to Tomball Community Impact,2026-07-04
Jersey Mike's Subs,Opening,Jersey Mike's Subs coming soon to Tomball - Community Impact,https://communityimpact.com/tomball-magnolia/dining/jersey-mikes-subs-coming-soon-to-tomball,2026-07-03 03:49:51+00:00,Jersey Mike's Subs coming soon to Tomball Community Impact,2026-07-05
Jersey Mike's Subs,Opening,Jersey Mike's Subs coming soon to Tomball - Community Impact,https://communityimpact.com/tomball-magnolia/dining/jersey-mikes-subs-coming-soon-to-tomball/,2026-07-03 03:49:51+00:00,Jersey Mike's Subs coming soon to Tomball Community Impact,2026-07-04
Jersey Mike's,Opening,Jersey Mike's Subs coming soon to Tomball - Community Impact,https://communityimpact.com/tomball-magnolia/dining/jersey-mikes-subs-coming-soon-to-tomball,2026-07-03 03:49:51+00:00,Jersey Mike's Subs coming soon to Tomball Community Impact,2026-07-05
Einstein Bros Bagels,Opening,Tacodeli and Einstein Bros. Bagels to open at Austin-Bergstrom Airport - Community Impact,https://communityimpact.com/central-austin/dining/tacodeli-and-einstein-bros-bagels-to-open-at-austin-bergstrom-airport/,2026-07-03 02:55:35+00:00,Tacodeli and Einstein Bros. Bagels to open at Austin-Bergstrom Airport Community Impact,2026-07-04
Einstein Bros Bagels,Opening,Tacodeli and Einstein Bros. Bagels to open at Austin-Bergstrom Airport - Community Impact,https://communityimpact.com/central-austin/dining/tacodeli-and-einstein-bros-bagels-to-open-at-austin-bergstrom-airport,2026-07-03 02:55:35+00:00,Tacodeli and Einstein Bros. Bagels to open at Austin-Bergstrom Airport Community Impact,2026-07-05
Swig,Closing,Popular dog-friendly cantina announces closing of 2 locations - MSN,https://www.msn.com/en-us/travel/news/popular-dog-friendly-cantina-announces-closing-of-2-locations/ar-AA26P1Bn?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-03 02:01:34+00:00,Popular dog-friendly cantina announces closing of 2 locations MSN,2026-07-05
Einstein Bros Bagels,Opening,Einstein Bros. Bagels bringing new shop to Round Rock Crossing - Community Impact,https://communityimpact.com/round-rock/business/einstein-bros-bagels-bringing-new-shop-to-round-rock-crossing/,2026-07-03 01:47:54+00:00,Einstein Bros. Bagels bringing new shop to Round Rock Crossing Community Impact,2026-07-05
Boudin Bakery,Closing,2 injured after car crashes at Boudin Bakery in SF Fisherman’s Wharf - KRON4,https://www.kron4.com/news/bay-area/2-injured-after-car-crashes-at-boudin-bakery-in-sf-fishermans-wharf/,2026-07-03 01:41:13+00:00,2 injured after car crashes at Boudin Bakery in SF Fisherman’s Wharf KRON4,2026-07-05
True Food Kitchen,Opening,True Food Kitchen announces opening date for Domain location - Community Impact,https://communityimpact.com/northwest-austin/dining/true-food-kitchen-announces-opening-date-for-domain-location,2026-07-03 01:27:39+00:00,True Food Kitchen announces opening date for Domain location Community Impact,2026-07-04
Dairy Queen,Closing,"3 Alaska Dairy Queens abruptly close, leaving one in Soldotna - Anchorage Daily News",https://www.adn.com/business-economy/2026/07/02/3-remaining-dairy-queens-abruptly-close-in-alaska-leaving-one-in-soldotna/,2026-07-03 01:23:52+00:00,"3 Alaska Dairy Queens abruptly close, leaving one in Soldotna Anchorage Daily News",2026-07-05
Dairy Queen,Closing,"3 remaining Dairy Queens abruptly close in Alaska, leaving one in Soldotna - Anchorage Daily News",https://www.adn.com/business-economy/2026/07/02/3-remaining-dairy-queens-abruptly-close-in-alaska-leaving-one-in-soldotna/,2026-07-03 01:23:52+00:00,"3 remaining Dairy Queens abruptly close in Alaska, leaving one in Soldotna Anchorage Daily News",2026-07-04
Rural King,Opening,Rural King of the hill: Kingsport store celebrates grand opening - Erwin Record,https://erwinrecord.net/news/19470/rural-king-of-the-hill-kingsport-store-celebrates-grand-opening/,2026-07-03 01:21:19+00:00,Rural King of the hill: Kingsport store celebrates grand opening Erwin Record,2026-07-05
Tim Hortons,Closing,"Forbici, Tim Hortons, Cousin Vinnys, Whataburger, Violet Stone: Restaurant Openings - Patch",https://patch.com/florida/stpete/forbici-tim-hortons-cousin-vinny-s-whataburger-violet-stone-restaurant-openings,2026-07-03 01:03:00+00:00,"Forbici, Tim Hortons, Cousin Vinnys, Whataburger, Violet Stone: Restaurant Openings Patch",2026-07-04
Bob's Big Boy,Closing,Bob's Big Boy closing in San Diego 1988 - cbs8.com,https://www.cbs8.com/video/news/local/throwback/bobs-big-boy-closing-in-san-diego-1988/509-ead7d40c-f124-43bb-a18e-c10ff219e4f2,2026-07-03 00:52:00+00:00,Bob's Big Boy closing in San Diego 1988 cbs8.com,2026-07-04
World Finance,Closing,The World’s Gold Is Quietly Leaving London and New York - Schiff Sovereign,https://www.schiffsovereign.com/trends/the-worlds-gold-is-quietly-leaving-london-and-new-york-155400/,2026-07-03 00:47:54+00:00,The World’s Gold Is Quietly Leaving London and New York Schiff Sovereign,2026-07-04
Bass Pro Shops,Opening,Bass Pro Shops to open first store in San Diego County in 2028 - NBC 7 San Diego,https://www.nbcsandiego.com/video/videos/bass-pro-shops-to-open-first-store-in-san-diego-county-in-2028/4044383/,2026-07-03 00:42:57+00:00,Bass Pro Shops to open first store in San Diego County in 2028 NBC 7 San Diego,2026-07-04
Boudin Bakery,Closing,Two injured in S.F. as car plows into Boudin Bakery near Fisherman’s Wharf - San Francisco Chronicle,https://www.sfchronicle.com/sf/article/boudin-bakery-injury-crash-22331169.php,2026-07-03 00:40:23+00:00,Two injured in S.F. as car plows into Boudin Bakery near Fisherman’s Wharf San Francisco Chronicle,2026-07-04
Bass Pro Shops,Opening,Bass Pro Shops coming to Grossmont Center as major redevelopment plans move forward in La Mesa - cbs8.com,https://www.cbs8.com/article/news/local/bass-pro-shops-coming-grossmont-center-major-redevelopment-plans-la-mesa/509-34880347-7e23-423f-b720-0ef9bcea8507,2026-07-03 00:29:00+00:00,Bass Pro Shops coming to Grossmont Center as major redevelopment plans move forward in La Mesa cbs8.com,2026-07-04
Flower Child,Opening,Flower Child to Bring Healthy Dining Option to Greater Houston - WhatNow,https://whatnow.com/houston/restaurants/flower-child-to-bring-healthy-dining-option-to-greater-houston/,2026-07-03 00:20:56+00:00,Flower Child to Bring Healthy Dining Option to Greater Houston WhatNow,2026-07-04
Sweetgreen,Closing,"Sweetgreen, Inc. (SG) stock moves -3.63%: What you should know - MSN",https://www.msn.com/en-us/money/topstocks/sweetgreen-inc-sg-stock-moves-3-63-what-you-should-know/ar-AA275Yjw?ocid=finance-verthp-feeds,2026-07-03 00:14:14+00:00,"Sweetgreen, Inc. (SG) stock moves -3.63%: What you should know MSN",2026-07-04
Torchy's Tacos,Opening,"Torchy’s Tacos now offering tacos, queso in Celina - Community Impact",https://communityimpact.com/prosper-celina/dining/torchys-tacos-now-offering-tacos-queso-in-celina/,2026-07-03 00:08:06+00:00,"Torchy’s Tacos now offering tacos, queso in Celina Community Impact",2026-07-04
Dutch Bros. Coffee,Opening,Dutch Bros to open first Seattle store in former Starbucks location - MyNorthwest.com,https://mynorthwest.com/lifestyle/dutch-bros-seattle-starbucks/4253633,2026-07-02 23:34:53+00:00,Dutch Bros to open first Seattle store in former Starbucks location MyNorthwest.com,2026-07-04
Dutch Bros Coffee,Opening,Dutch Bros to open first Seattle store in former Starbucks location - MyNorthwest.com,https://mynorthwest.com/lifestyle/dutch-bros-seattle-starbucks/4253633,2026-07-02 23:34:53+00:00,Dutch Bros to open first Seattle store in former Starbucks location MyNorthwest.com,2026-07-04
Dutch Bros,Opening,Dutch Bros to open first Seattle store in former Starbucks location - MyNorthwest.com,https://mynorthwest.com/lifestyle/dutch-bros-seattle-starbucks/4253633,2026-07-02 23:34:53+00:00,Dutch Bros to open first Seattle store in former Starbucks location MyNorthwest.com,2026-07-04
Dutch Bros,Opening,"Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/phoenix/news/2026/07/02/dutch-bros-invades-starbucks-territory.html,2026-07-02 23:31:00+00:00,"Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Dutch Bros. Coffee,Opening,"Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/phoenix/news/2026/07/02/dutch-bros-invades-starbucks-territory.html,2026-07-02 23:31:00+00:00,"Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Dutch Bros Coffee,Opening,"Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/phoenix/news/2026/07/02/dutch-bros-invades-starbucks-territory.html,2026-07-02 23:31:00+00:00,"Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Jersey Mike's Subs,Opening,Jersey Mike’s Subs to Open New Location on Marsh Lane - WhatNow,https://whatnow.com/dallas/restaurants/jersey-mikes-subs-to-open-new-location-on-marsh-lane/,2026-07-02 23:21:59+00:00,Jersey Mike’s Subs to Open New Location on Marsh Lane WhatNow,2026-07-04
Jersey Mike's,Opening,Jersey Mike’s Subs to Open New Location on Marsh Lane - WhatNow,https://whatnow.com/dallas/restaurants/jersey-mikes-subs-to-open-new-location-on-marsh-lane/,2026-07-02 23:21:59+00:00,Jersey Mike’s Subs to Open New Location on Marsh Lane WhatNow,2026-07-04
Dutch Bros,Opening,Dutch Bros (BROS) Launches Firecracker Drinks As It Opens New Locations - simplywall.st,https://simplywall.st/stocks/us/consumer-services/nyse-bros/dutch-bros/news/dutch-bros-bros-launches-firecracker-drinks-as-it-opens-new/amp,2026-07-02 23:02:23+00:00,Dutch Bros (BROS) Launches Firecracker Drinks As It Opens New Locations simplywall.st,2026-07-04
World Market,Closing,Bed Bath And Beyond Store Closing Sale Haul | World Market Haul Shetland News (0rSLPg4fMf) - Mshale,https://mshale.com/8a705b4f/bb1196dd-zoLdzIsKgU,2026-07-02 22:42:42+00:00,Bed Bath And Beyond Store Closing Sale Haul | World Market Haul Shetland News (0rSLPg4fMf) Mshale,2026-07-04
Shoe Show,Closing,Israel Museum gets its kicks with kid-friendly shoe show - The Times of Israel,https://www.timesofisrael.com/israel-museum-gets-its-kicks-with-kid-friendly-shoe-show/,2026-07-02 22:34:00+00:00,Israel Museum gets its kicks with kid-friendly shoe show The Times of Israel,2026-07-04
IKEA,Closing,IKEA closing small-format store at the Domain - KVUE,https://www.kvue.com/video/money/business/ikea-closing-domain/269-37258fd5-9809-4ac0-b49d-9e9c8af7533b,2026-07-02 22:26:00+00:00,IKEA closing small-format store at the Domain KVUE,2026-07-04
Gap,Closing,Honda’s Sales Figures Shows The CR-V Is Closing The Gap On The Toyota RAV4 - AUTOJOSH,https://autojosh.com/hondas-sales-figures-shows-the-cr-v-is-closing-the-gap-on-the-toyota-rav4/,2026-07-02 22:23:39+00:00,Honda’s Sales Figures Shows The CR-V Is Closing The Gap On The Toyota RAV4 AUTOJOSH,2026-07-04
Camp Bow Wow,Closing,WHAT EVERY DOG PARENT SHOULD KNOW BEFORE THEIR FIRST BOARDING STAY: CAMP BOW WOW'S® COMPLETE SAFETY CHECKLIST - PR Newswire,https://www.prnewswire.com/news-releases/what-every-dog-parent-should-know-before-their-first-boarding-stay-camp-bow-wows-complete-safety-checklist-302817203.html,2026-07-02 22:18:00+00:00,WHAT EVERY DOG PARENT SHOULD KNOW BEFORE THEIR FIRST BOARDING STAY: CAMP BOW WOW'S® COMPLETE SAFETY CHECKLIST PR Newswire,2026-07-04
Dutch Bros Coffee,Opening,New Dutch Bros kiosk opens next to original Fresno location - thebusinessjournal.com,https://thebusinessjournal.com/new-dutch-bros-kiosk-opens-next-to-original-fresno-location/,2026-07-02 22:14:19+00:00,New Dutch Bros kiosk opens next to original Fresno location thebusinessjournal.com,2026-07-04
Dutch Bros. Coffee,Opening,New Dutch Bros kiosk opens next to original Fresno location - thebusinessjournal.com,https://thebusinessjournal.com/new-dutch-bros-kiosk-opens-next-to-original-fresno-location/,2026-07-02 22:14:19+00:00,New Dutch Bros kiosk opens next to original Fresno location thebusinessjournal.com,2026-07-04
Dutch Bros,Opening,New Dutch Bros kiosk opens next to original Fresno location - thebusinessjournal.com,https://thebusinessjournal.com/new-dutch-bros-kiosk-opens-next-to-original-fresno-location/,2026-07-02 22:14:19+00:00,New Dutch Bros kiosk opens next to original Fresno location thebusinessjournal.com,2026-07-04
LUSH,Opening,"Israel to open Gaza concentration camps in ""matter of weeks"" - thecanary.co",https://www.thecanary.co/skwawkbox/2026/07/02/israel-to-open/,2026-07-02 21:56:32+00:00,"Israel to open Gaza concentration camps in ""matter of weeks"" thecanary.co",2026-07-04
Capital One,Closing,Capital One Dining Is Shutting Down in September - Upgraded Points,https://upgradedpoints.com/news/capital-one-dining-shutting-down/,2026-07-02 21:37:45+00:00,Capital One Dining Is Shutting Down in September Upgraded Points,2026-07-04
Dutch Bros Coffee,Opening,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/seattle/news/2026/07/02/dutch-bros-coffee-plans-location-starbucks-space.html,2026-07-02 21:09:00+00:00,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Dutch Bros,Opening,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/seattle/news/2026/07/02/dutch-bros-coffee-plans-location-starbucks-space.html,2026-07-02 21:09:00+00:00,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Dutch Bros. Coffee,Opening,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks - The Business Journals",https://www.bizjournals.com/seattle/news/2026/07/02/dutch-bros-coffee-plans-location-starbucks-space.html,2026-07-02 21:09:00+00:00,"Starbucks rival Dutch Bros plans first Seattle store, and it's in a former Starbucks The Business Journals",2026-07-04
Whitestone REIT,Closing,Whitestone REIT issues supplemental disclosures amid Ares merger - The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/WSR/pressreleases/3106689/whitestone-reit-issues-supplemental-disclosures-amid-ares-merger/,2026-07-02 20:50:00+00:00,Whitestone REIT issues supplemental disclosures amid Ares merger The Globe and Mail,2026-07-04
Weis Markets,Opening,Weis Markets opens new Millsboro store - Coastal Point,https://www.coastalpoint.com/news/business/dollars_and_sense/weis-markets-opens-new-millsboro-store/article_069eb75f-bf96-47b8-9be5-28efdd55e2c8.html,2026-07-02 20:40:00+00:00,Weis Markets opens new Millsboro store Coastal Point,2026-07-04
Bass Pro Shops,Opening,Bass Pro Shops to open first store in San Diego County in 2028 - NBC 7 San Diego,https://www.nbcsandiego.com/news/local/bass-pro-shops-to-open-first-store-in-san-diego-county-in-2028/4044186/,2026-07-02 20:38:53+00:00,Bass Pro Shops to open first store in San Diego County in 2028 NBC 7 San Diego,2026-07-04
Shake Shack,Opening,Shake Shack to open in Ala Moana Center in 2027 - KITV,https://www.kitv.com/news/business/shake-shack-to-open-in-ala-moana-center-in-2027/article_3c95ee71-8945-42cf-bc99-ecc1ad2c8bba.html,2026-07-02 20:04:00+00:00,Shake Shack to open in Ala Moana Center in 2027 KITV,2026-07-04
Wendy's,Closing,Say goodbye: Popular burger chain quietly closing 300+ stores nationwide - MassLive,https://www.masslive.com/news/2026/07/say-goodbye-popular-burger-chain-quietly-closing-300-stores-nationwide.html,2026-07-02 19:51:00+00:00,Say goodbye: Popular burger chain quietly closing 300+ stores nationwide MassLive,2026-07-04
Kawartha Dairy,Closing,Kawartha Dairy announces fresh shipment of viral Tragically Chip ice cream after selling out at Ontario stores - Simcoe.com,https://www.simcoe.com/news/kawartha-dairy-tragically-chip-sold-out/article_28d7ad4e-e45b-5be2-8f3d-0fa78adbba57.html,2026-07-02 19:43:00+00:00,Kawartha Dairy announces fresh shipment of viral Tragically Chip ice cream after selling out at Ontario stores Simcoe.com,2026-07-04
Bass Pro Shops,Opening,Huge sporting goods store coming to San Diego County with plans to hire 150 - San Diego Union-Tribune,https://www.sandiegouniontribune.com/2026/07/02/huge-outdoor-store-coming-to-san-diego-county-with-plans-to-hire-150/,2026-07-02 19:35:54+00:00,Huge sporting goods store coming to San Diego County with plans to hire 150 San Diego Union-Tribune,2026-07-04
IKEA,Closing,IKEA closes mini store at the Domain - statesman.com,https://www.statesman.com/business/article/ikea-domain-austin-closing-22330701.php,2026-07-02 19:32:47+00:00,IKEA closes mini store at the Domain statesman.com,2026-07-04
Ihop,Closing,IHOP is closing in Bloomington; new barbecue spot expected to fill the space - The Pantagraph,https://pantagraph.com/news/local/business/article_2d2b1bc8-3f54-4769-996b-d337f9a268bf.html,2026-07-02 19:15:00+00:00,IHOP is closing in Bloomington; new barbecue spot expected to fill the space The Pantagraph,2026-07-04
Wally's,Opening,Wally’s supersize gas station making final steps before breaking ground near KC - Kansas City Star,https://amp.kansascity.com/news/local/jackson-county/article316363618.html,2026-07-02 19:07:37+00:00,Wally’s supersize gas station making final steps before breaking ground near KC Kansas City Star,2026-07-04
Tractor Supply Co.,Opening,"Royal Credit Union, Tractor Supply Co. Add To Chippewa Crossing Growth - Volume One",https://volumeone.org/articles/2026/07/02/394656-royal-credit-union-tractor-supply-co-add-to-chippewa-crossing-growth,2026-07-02 18:49:00+00:00,"Royal Credit Union, Tractor Supply Co. Add To Chippewa Crossing Growth Volume One",2026-07-04
Woof Gang Bakery & Grooming,Opening,Woof Gang Bakery Attracts New Investor Amid Franchise Growth Push - franchisetimes.com,https://www.franchisetimes.com/franchise_news/woof-gang-bakery-attracts-new-investor-amid-franchise-growth-push/article_f3f003b6-b1c5-40b9-98dc-8ca69d4c63da.html,2026-07-02 18:30:00+00:00,Woof Gang Bakery Attracts New Investor Amid Franchise Growth Push franchisetimes.com,2026-07-04
The Home Depot,Opening,Will Grantville’s Home Depot stay open? - Times of San Diego,https://timesofsandiego.com/newsletter/will-grantvilles-home-depot-stay-open/,2026-07-02 18:00:00+00:00,Will Grantville’s Home Depot stay open? Times of San Diego,2026-07-04
Long John Silver's,Opening,Long John Silver’s announces new Lufkin location opening in 2027 - AOL.com,https://www.aol.com/articles/long-john-silver-announces-lufkin-005236000.html,2026-07-02 17:50:05+00:00,Long John Silver’s announces new Lufkin location opening in 2027 AOL.com,2026-07-04
Boot Barn,Opening,Lakeway to break ground on Butler Rough Hollow Park | Lake Travis - Westlake - Community Impact,https://communityimpact.com/lake-travis-westlake/development/lakeway-to-break-ground-on-butler-rough-hollow-park,2026-07-02 17:49:55+00:00,Lakeway to break ground on Butler Rough Hollow Park | Lake Travis - Westlake Community Impact,2026-07-04
McDonald's,Opening,"North Las Vegas McDonald’s opens, donates $7K to Ronald McDonald House - FOX5 Vegas",https://www.fox5vegas.com/2026/07/02/north-las-vegas-mcdonalds-opens-donates-7k-ronald-mcdonald-house/,2026-07-02 17:49:00+00:00,"North Las Vegas McDonald’s opens, donates $7K to Ronald McDonald House FOX5 Vegas",2026-07-04
Stir,Closing,Street closures stir backlash ahead of rumored Swift–Kelce wedding - MSN,https://www.msn.com/en-us/entertainment/news/street-closures-stir-backlash-ahead-of-rumored-swift-kelce-wedding/ss-AA26XQd3?cvid=6a0e3e0959c74dbcba6ae04bec5ad233&ocid=Huawei,2026-07-02 17:46:38+00:00,Street closures stir backlash ahead of rumored Swift–Kelce wedding MSN,2026-07-04
